raceId,year,name,forename,surname,name,finishingPosition,points
49,2007,"Belgian Grand Prix",Ralf,Schumacher,Toyota,10,0
49,2007,"Belgian Grand Prix",Jarno,Trulli,Toyota,11,0
49,2007,"Belgian Grand Prix",Vitantonio,Liuzzi,"Toro Rosso",12,0
49,2007,"Belgian Grand Prix",Rubens,Barrichello,Honda,13,0
49,2007,"Belgian Grand Prix",Adrian,Sutil,Spyker,14,0
49,2007,"Belgian Grand Prix",Takuma,Sato,"Super Aguri",15,0
49,2007,"Belgian Grand Prix",Anthony,Davidson,"Super Aguri",16,0
49,2007,"Belgian Grand Prix",Sakon,Yamamoto,Spyker,17,0
49,2007,"Belgian Grand Prix",Jenson,Button,Honda,18,0
49,2007,"Belgian Grand Prix",Alexander,Wurz,Williams,19,0
49,2007,"Belgian Grand Prix",David,Coulthard,"Red Bull",20,0
49,2007,"Belgian Grand Prix",Sebastian,Vettel,"Toro Rosso",21,0
49,2007,"Belgian Grand Prix",Giancarlo,Fisichella,Renault,22,0
50,2007,"Japanese Grand Prix",Lewis,Hamilton,McLaren,1,10
50,2007,"Japanese Grand Prix",Heikki,Kovalainen,Renault,2,8
50,2007,"Japanese Grand Prix",Kimi,Raikkonen,Ferrari,3,6
50,2007,"Japanese Grand Prix",David,Coulthard,"Red Bull",4,5
50,2007,"Japanese Grand Prix",Giancarlo,Fisichella,Renault,5,4
50,2007,"Japanese Grand Prix",Felipe,Massa,Ferrari,6,3
50,2007,"Japanese Grand Prix",Robert,Kubica,"BMW Sauber",7,2
50,2007,"Japanese Grand Prix",Adrian,Sutil,Spyker,8,1
50,2007,"Japanese Grand Prix",Vitantonio,Liuzzi,"Toro Rosso",9,0
50,2007,"Japanese Grand Prix",Rubens,Barrichello,Honda,10,0
50,2007,"Japanese Grand Prix",Jenson,Button,Honda,11,0
50,2007,"Japanese Grand Prix",Sakon,Yamamoto,Spyker,12,0
50,2007,"Japanese Grand Prix",Jarno,Trulli,Toyota,13,0
50,2007,"Japanese Grand Prix",Nick,Heidfeld,"BMW Sauber",14,0
50,2007,"Japanese Grand Prix",Takuma,Sato,"Super Aguri",15,0
50,2007,"Japanese Grand Prix",Ralf,Schumacher,Toyota,16,0
50,2007,"Japanese Grand Prix",Anthony,Davidson,"Super Aguri",17,0
50,2007,"Japanese Grand Prix",Nico,Rosberg,Williams,18,0
50,2007,"Japanese Grand Prix",Sebastian,Vettel,"Toro Rosso",19,0
50,2007,"Japanese Grand Prix",Mark,Webber,"Red Bull",20,0
50,2007,"Japanese Grand Prix",Fernando,Alonso,McLaren,21,0
50,2007,"Japanese Grand Prix",Alexander,Wurz,Williams,22,0
51,2007,"Chinese Grand Prix",Kimi,Raikkonen,Ferrari,1,10
51,2007,"Chinese Grand Prix",Fernando,Alonso,McLaren,2,8
51,2007,"Chinese Grand Prix",Felipe,Massa,Ferrari,3,6
51,2007,"Chinese Grand Prix",Sebastian,Vettel,"Toro Rosso",4,5
51,2007,"Chinese Grand Prix",Jenson,Button,Honda,5,4
51,2007,"Chinese Grand Prix",Vitantonio,Liuzzi,"Toro Rosso",6,3
51,2007,"Chinese Grand Prix",Nick,Heidfeld,"BMW Sauber",7,2
51,2007,"Chinese Grand Prix",David,Coulthard,"Red Bull",8,1
51,2007,"Chinese Grand Prix",Heikki,Kovalainen,Renault,9,0
51,2007,"Chinese Grand Prix",Mark,Webber,"Red Bull",10,0
51,2007,"Chinese Grand Prix",Giancarlo,Fisichella,Renault,11,0
51,2007,"Chinese Grand Prix",Alexander,Wurz,Williams,12,0
51,2007,"Chinese Grand Prix",Jarno,Trulli,Toyota,13,0
51,2007,"Chinese Grand Prix",Takuma,Sato,"Super Aguri",14,0
51,2007,"Chinese Grand Prix",Rubens,Barrichello,Honda,15,0
51,2007,"Chinese Grand Prix",Nico,Rosberg,Williams,16,0
51,2007,"Chinese Grand Prix",Sakon,Yamamoto,Spyker,17,0
51,2007,"Chinese Grand Prix",Robert,Kubica,"BMW Sauber",18,0
51,2007,"Chinese Grand Prix",Lewis,Hamilton,McLaren,19,0
51,2007,"Chinese Grand Prix",Ralf,Schumacher,Toyota,20,0
51,2007,"Chinese Grand Prix",Adrian,Sutil,Spyker,21,0
51,2007,"Chinese Grand Prix",Anthony,Davidson,"Super Aguri",22,0
52,2007,"Brazilian Grand Prix",Kimi,Raikkonen,Ferrari,1,10
52,2007,"Brazilian Grand Prix",Felipe,Massa,Ferrari,2,8
52,2007,"Brazilian Grand Prix",Fernando,Alonso,McLaren,3,6
52,2007,"Brazilian Grand Prix",Nico,Rosberg,Williams,4,5
52,2007,"Brazilian Grand Prix",Robert,Kubica,"BMW Sauber",5,4
